ID,PAINTING,mean_fixations_small,mean_saccades_small,mean_diametro_small,min_fixations_small,min_saccades_small,min_diametro_small,max_fixations_small,max_saccades_small,max_diametro_small,std_fixations_small,std_saccades_small,std_diametro_small,num_diff_nonzero_fixations_small,num_diff_nonzero_saccades_small,mean_fixations_medium,mean_saccades_medium,mean_diametro_medium,min_fixations_medium,min_saccades_medium,min_diametro_medium,max_fixations_medium,max_saccades_medium,max_diametro_medium,std_fixations_medium,std_saccades_medium,std_diametro_medium,num_diff_nonzero_fixations_medium,num_diff_nonzero_saccades_medium,mean_fixations_full,mean_saccades_full,mean_diametro_full,min_fixations_full,min_saccades_full,min_diametro_full,max_fixations_full,max_saccades_full,max_diametro_full,std_fixations_full,std_saccades_full,std_diametro_full,num_diff_nonzero_fixations_full,num_diff_nonzero_saccades_full,voto,Binary
2,47,466.864240589609,160.058833041985,40.8301069010095,209.875,228.5,33.8128350973129,1049.75,430.875,54.6859583854675,416.194920200131,158.296989128409,18.9144937264793,6.125,7.0625,521.784335115,148.77024795444,40.6098211115974,198.142857142857,222.571428571429,27.8682422637939,1533.14285714286,470.571428571429,55.8292574201311,538.896320438051,155.853338860144,19.3560384448234,14.2857142857143,12.8571428571429,497.203553482873,161.826332556077,41.0157172051379,137,210,10.3411693572998,2324,638,59.9354934692383,616.15461868457,164.023991742183,19.3587417257586,53,35,33,1
6,1,1333.07916541586,131.432248804577,49.2995939314512,691.375,232.0625,52.652351140976,2406.9375,464.0625,64.9581367969513,857.42225036575,171.210011694018,16.6716242759499,3.8125,5.6875,1216.53557858371,135.025361987458,49.6346726813138,392.857142857143,229.571428571429,44.798225402832,2776.71428571429,543,68.7035882132394,1056.33698418498,175.670433755434,22.9886738202384,9,12.2857142857143,1349.01238943862,136.142043683027,49.3409112071977,145,202,32.6122055053711,3486,766,71.8813171386719,1145.86033439131,183.953919980147,23.9062933616613,36,34,12,0
6,2,1204.31895667636,130.794676381544,39.2150337019391,342.75,243.5625,36.4394643306732,2269.625,438.9375,68.5365777015686,948.624701413776,162.710959034931,25.7909460359004,4.8125,5.875,1330.99712413251,124.464310038169,39.7619297866354,190,244.285714285714,32.5555398123605,3285.42857142857,472.857142857143,76.4283229282924,1306.37803841571,166.33101883437,29.043161342724,10.7142857142857,11.4285714285714,1185.54852886526,125.34038874796,40.8227424798477,121,217,12.0475597381592,4938,589,89.780029296875,1396.03102082305,166.489209292852,29.1432182586357,47,36,27,1
6,4,832.535076896733,136.787950461012,40.0720503047938,438.625,248.1875,47.9718345403671,1715.5625,424.75,112.376133203506,669.747568559323,162.81973044849,36.1014704987489,4.8125,5.9375,826.75856887685,139.177532413153,42.5747169712766,364,268.714285714286,38.8234626225063,2345.14285714286,483.142857142857,273.841312953404,799.467569809546,175.416534475609,58.1360378509257,10.8571428571429,12.2857142857143,802.095705838638,135.988335648971,41.0922077744954,121,210,21.0163841247559,3364,581,776.908142089844,972.748978596065,166.170396875467,43.9648913116387,43,35,37,1
6,6,5038.72219141519,98.4739452783559,27.8662608382351,3416.3125,244.538461538462,50.1350519816081,6662,324.6875,60.646523475647,1469.01257656871,116.916035452594,21.8409303148217,3.9375,4.9375,4504.6463585452,95.9727621987795,28.79649765888,174.142857142857,229.428571428571,44.8383849007743,9035.14285714286,404.428571428571,69.3908587864467,3584.31750020435,133.435654486145,28.0968497884313,9.57142857142857,9.42857142857143,5212.84147798844,100.630535189432,28.2758221457946,137,226,31.0601959228516,16316,557,79.9448394775391,6828.78466959246,151.984957136178,30.5568698923472,40,27,32,1
6,7,888.497564213012,160.80287445863,34.1282127937249,320.125,251.125,51.4542609453201,1808.5625,486.0625,67.361668586731,714.271609713255,172.44263177747,24.4596214754419,4.6875,6.0625,846.394879535235,173.332299829529,34.3536467059195,223.428571428571,273.142857142857,40.0659441266741,2327.28571428571,574.857142857143,75.7641656058175,863.437485596075,192.035906797785,27.8528570605046,10.8571428571429,12.5714285714286,901.059557833186,153.30793994941,34.146347267799,105,218,19.1608066558838,3575,718,95.3576354980469,1132.09097724081,192.679504994803,30.1829887622678,44,41,15,0
6,9,1012.62516486486,198.420051689189,39.6346124194661,287.4375,242.0625,39.8778201341629,2346.125,583.875,66.3450057506561,875.775350096715,205.969462257611,22.7302088371129,4.9375,7.1875,1158.61296140299,200.258076555398,36.9737739982316,182.142857142857,252.285714285714,25.663444519043,3080.28571428571,656.857142857143,69.5413115365165,1237.62611289989,214.084451370663,26.6740858278414,10.8571428571429,13.4285714285714,1057.49956345998,188.633726758286,40.1725786816621,153,210,11.2980155944824,5261,831,99.1010360717774,1543.22970378633,215.819804123255,28.6880854304871,42,41,34,1
6,10,1325.68131664676,171.711341290674,40.0385809624997,262.8125,279.4375,49.4013257026672,2563.5,551.875,65.4956657886505,974.70662169119,194.930106775477,22.3196366162561,4.9375,5.5625,1216.68872680032,195.780751504634,41.8156304728886,163.857142857143,254.857142857143,43.0995532444545,3072.14285714286,652.714285714286,66.9835265023368,1179.90369232889,192.926748718967,26.6568355813984,10.7142857142857,11.4285714285714,1411.3088017873,156.522817623287,39.7865012277578,146,218,23.1265640258789,5649,791,71.5868682861328,1844.44142401649,211.038983317909,29.073650058089,42,33,26,1
6,11,2821.20908277202,93.5382986398964,25.4788858565868,1560.875,246.214285714286,47.5135913576399,4720.375,359.1875,55.377757191658,1513.1759576165,131.477616014179,20.4748537231783,3.5,3.9375,2777.18427083611,93.4308076922934,25.2614512531979,740,230.571428571429,38.0722669873919,5587.28571428571,460,66.9291261945452,2381.98280243347,151.421875054998,30.1704356830602,7.28571428571429,8.57142857142857,2806.51167447118,92.6366865816244,26.1908782271871,153,210,28.1565914154053,7327,549,73.1185760498047,2646.81637170428,158.47944776995,30.870848275985,30,30,16,0
6,13,3729.32423071327,83.9461122248268,22.8375183079914,1938.625,240.153846153846,48.286938054221,5225.875,333.3125,57.9054491519928,1532.94653365897,119.015688853639,22.846282200628,4,4,3453.42056178651,82.2686675888327,21.6730818403226,452.142857142857,231.333333333333,40.6708638327462,6173.57142857143,408,67.4016701834542,2639.59529099333,127.875087055744,25.7336465784883,8.57142857142857,8.42857142857143,3821.79883755295,92.7484976849572,25.2489759530026,145,226,14.449143409729,12854,589,70.893424987793,4862.24289201462,151.078148442548,30.4234019592723,37,24,8,0
